text	label
@USER well I move in on the 22nd	NOT
nothing ticks me off more is when my mommaw tries to tell me I can't eat something bc of my diabetes. I lose it when I get told that. \ud83d\ude21\ud83d\udc4a	NOT
I need professional advice. Wine or Hennessy? The wine would either be Chardonnay or Pinot Grigio, and cheap and from a gas station.	NOT
@USER @USER The US Open has treated her poorly with the whole controversy over her outfit.  Bottom line is she was treated differently because she is a women of color and this would never happen to a man.  The USTA better soon recognize that she IS women’s tennis and act accordingly!!	NOT
@USER giiiirl im at work :(	NOT
@USER yes sir.	NOT
@USER SO funny! :)	NOT
@USER Go back to Canada	NOT
@USER I knowww I need helpp I dont even get it	NOT
@USER @USER @USER @USER Botox treatments?	NOT
@USER @USER He is also speaking as the other man in the room.   Remember he kept silent and allowed kids to be sexually assaulted....we will call him the Mark Judge in this case.	OFF
@USER @USER needs to get over it. It’s been 5 years since he hasn’t played for the birds. Move on already. There is hardly anyone still on the team from when he played with the Birds. He is starting to sound bitter that he doesn’t have a ring	NOT
have a good day c:	NOT
At least I can't like smell the gross customers out here though so I'm winning	NOT
@USER comedy you say? What time does this go down?	NOT
@USER xD	NOT
@USER bc I have been living the life this summer	NOT
EVERYONE HAS TO VOTE RED SO WE DON'T LOSE THE HOUSE IN THE MIDTERMS 🇺🇸 IF WE LOSE THE HOUSE IT'S ALL OVER!!!! THE MAGA MOVEMENT WILL BE FINISHED!!!! MAKE SURE EVERYONE YOU KNOW IS REGISTERED TO VOTE RED!!!! GET OUT AND VOTE RED!!!! MAGA!!!! KAG!!!!   #WALKAWAYFROMDEMOCRATS URL	NOT
I'm way too hyper.. This is bad.	NOT
Mondays do a really great job of teaching me patience, the value of self-care, and the never ending benefits of coffee... #monday	NOT
@USER hope u feel better	NOT
And I still want Panera	NOT
@USER *hugs and writes* \Brothers? \	NOT
@USER joyful noise is on and I think your great in it!	NOT
Can't wait to just relax on a beautiful spring night with you	NOT
@USER bowling night. Sorry homie.	NOT
Dnt forget to text me	NOT
bu telefonuda \u0131nsan kullan\u0131yor 7/24 aranamaz	NOT
"@USER @USER Hillary? Why is she on the social studies curriculum? Why? Who is she to be in any curriculum?  She is nothing!  I'm shocked that she was in any curriculum, but I am very happy to see that she is OUT!""  (I am so glad she's nowhere near the @USER"	NOT
@USER im pretty good at putting 2&amp;2 together. Hell I helped Drake figure out the square root of 69	OFF
@USER Feliz domingo pasala\nbien un beso\u2600\ud83d\ude18	NOT
In the morning when I rise give me Jesus!	NOT
@USER so accurate	NOT
Jessica dijo que mis ojos est\u00e1n tristes...	NOT
Pop the melatonin i snooze	NOT
@USER you were going to leave me in the car this morning..	NOT
@USER haha yeah I'll be your friend!! \ud83d\ude01	NOT
They got me thinking I ain't human like I came here from above..	NOT
@USER whole weekend!! Wish I'd of known you were there :(	NOT
@USER @USER She is a piece of shit and I am not sorry for my bluntness. From now on I am going to say what I think whether bluntly or rudely!	OFF
Brad Pitt in inglorious bastards &gt;&gt;&gt; ahreeevahderrchiiii	OFF
A videographer who reported on the violence of Antifa was found dead due to a tragic car accident. Police now believe his death was no accident at all.  Welcome to the tolerant left.  URL	OFF
HYSTERICAL! #MAGA #KAG #VoteRed #WalkAway URL	NOT
@USER I guess so! I'm pretty sure you stalk me and that's how you know ;)	NOT
I think I will make the cutest mint berry crunch ever \ud83c\udf52\ud83c\udf52	NOT
I don't even understand what propane is dad	NOT
Today we took the last euro quiz of the year. Wow. Bitter sweet.\nBy far one of the best and most interesting classes!\ud83c\udf89\ud83c\udf0d	NOT
same bullshit.	OFF
So this girl in 6th period smelled like pee me and @USER kept trading places but manny sprayed his colon and made I worse ! \ud83d\ude37	OFF
I need to go steal some trash bags from grandma she got the heavy duty jawns !	OFF
Now I don't feel so bad... Lol	NOT
@USER @USER might be giving YOU one	NOT
I actually look cute right now. So someone should make plans with me	NOT
I think positively, you can't harm me mentally, not physically, not spiritually. You never get rid of me.	NOT
@USER good	NOT
#Labour #Councillor shouting Nazi Scum ..  At victims of #GroomingGangs and this is going to get worse under #JeremyCorbyn's socialist #Britain   #Muslims #Islam #Leftists #MAGA #MEGA #MCGA #MEGA #Patriots #Conservatives URL	OFF
@USER Yes ..shit just move with the wind 😂😂😂😂😂😂she just keep blessing us 😩😩😩😩❤️🤷🏼‍♂️🤦‍♀️	OFF
@USER @USER hahaha #Truth	NOT
@USER really ??? What \ud83d\ude4a	NOT
Pretty anxious to hear more about the SFDC acquisition of Exact Target. Exciting news to come in to on a Tuesday morning	NOT
I think ima have to drive from Waller to Houston... Cause my uncle is getting drunked.	NOT
Dammit I really need some water but I'm not going down stairs after watching the conjuring \ud83d\ude33\ud83d\ude33	OFF
@USER aka @USER That's why he's probably gonna win	NOT
And my suitmate comes in for the rescue #thanksbrah	NOT
Jake Owen flows	NOT
@USER All you need to know about the importance of the midterms	NOT
Feel better daddy! You're the toughest guy I know! \ud83d\udcaa love you!! @USER \ud83d\udc99	NOT
Why do I feel like such a bother to everyone lol	NOT
@USER promos?	NOT
Oh boy, I really need to practice what I preach. Because wow.	NOT
You weren't planned but I'm going to love you like I planned.	NOT
@USER neta? How many do you have now?!	NOT
@USER sometimes I would chat with people while playing Call of Duty but it was usually an annoying 10 year old kid.	OFF
@USER haha snow day, thats cute	NOT
#threewordstoliveby suck my dick.	OFF
If it's my rain then it's my shower	NOT
I'll give you all of me, even though you don't love me.	NOT
@USER @USER @USER Listen here lady my tweet was about the fact that I’m sick of hearing about trump every time I listen to news.  Idk where the fuck you get off trying to spin it in to some sort of racial situation!  YOU are part of the problem. Stop turning shit in to something it’s not.	OFF
#cubs owner threatening to leave wrigley if renovations aren't approved. What an idiot	OFF
You put the tea in the kettle and light it. Put your hand on the metal and feel it. But do you even feel it anymore?	NOT
Not the best day, but hopefully my day will be turned around! #Hope	NOT
@USER Good :) I got off at 4 so I wont see you. But dude, good luck! I hope they hire you :D	NOT
Instead of sheep I count my coughs and sneezes when I try to go to bed	NOT
@USER WADDUP	NOT
My dog is still so drugged up from surgery right now	NOT
Me and \Kris\ will prosper one day	NOT
100.3 the bus never disappoints	NOT
@USER @USER back in the day you'd get raped for wearing something like that	OFF
@USER me me me me me me !!	NOT
@USER @USER These liberals have no problem lying.	OFF
Ouch.	NOT
@USER I like this. Wings, beer, lax, romantic getaway to the Falls. It's win-win for everyone.	NOT
A home run for you, and you, and you! #GoBraves	NOT
@USER yeah.....great	NOT
@USER yea I'll be home around 6-6:30?	NOT
#HonestyHour my shoes always have to match my outfit.	NOT
@USER Have you reported that the killer of Mollie Tibet’s will receive reward money?   Did you report this?	NOT
This is gonna be one hectic week/weekend!	NOT
Pissed the hell off I can't get my hair done	OFF
Shine bright like a white kid	OFF
@USER @USER @USER The whole milk thing is a lie anyway. Not needed. Does weird things to humans. Save your money for your Labour membership. x	NOT
I'll pay someone to come do my hair and makeup for HC this is no game	NOT
@USER hahahahaha my dad is like can you not and I'm like but you have toooo!	NOT
@USER okay well I'm so lonely that I'm talking to myself so bye	NOT
I miss my baby bird @USER way too much \ud83d\udc6d\ud83d\udc94\ud83d\udc26	NOT
Everybody says \Ill always be here\ but who ACTUALLY will be there.	NOT
@USER @USER 93% NEGATIVE COVERAGE SAYS YOU ARE DELUSIONAL	NOT
@USER @USER @USER And what does this have to do with a lying attorney and a 35 year old claim? I know it's hard for you liberals to look at two things at once	NOT
Told me to give up , \ud83d\ude29 , that's ah sign \u270c\ufe0f	NOT
The only tweets I see about pumpkin spice lattes are tweets making fun of \those girls\ yet i haven't seen a single girl tweet about them?	NOT
I hate that song	OFF
@USER More I think about this one--it feels like a story trap. People go nuts and complain--talk about gun control which Cruz could then use to fire up his base claiming that they want to take away 2A rights all because of a couple of shells.	OFF
The plot is quite relating....	NOT
No one wear solos tomorrow... @USER doesn't approve!	NOT
@USER KEELS I MISS YOU	NOT
@USER your are something else but ok good bye!	NOT
@USER Perfect example of a country with gun control. I bet those guys were happy the criminals didn’t have guns.	NOT
What a night lol	NOT
last year when me and tehya did the cinnamon challenge, instead of a small spoonful, she put a mountain of cinnamon on a spoon instead	NOT
I come home with my hair all wet and my mom tells me \you look like the girl from the ring''._. Well thanks mom, u look pretty to.	NOT
So does sleeping in	NOT
@USER @USER Good Arrest them all!  Arrest the crazy NDP leader @USER as well.  She is Having her lil minions take a fall for her! She planned this! Will she be paying their Legal fees? I think not! The immaturity level of this goverment party is disgusting!!!	OFF
@USER stop\ud83d\ude2d\u2764\ufe0f	NOT
@USER love you to bestie. :-)	NOT
Yayy meeting my boss bitch for lunch ;) @USER	OFF
@USER That sounds good! @USER Just say when and where	NOT
Got em swinging.	NOT
@USER disguised anger management	NOT
David Luiz that was fucking awesome.	OFF
@USER @USER Hope he is feeling better soon.	NOT
@USER grace goes to Gettysburg you fuck	OFF
I'm going to call it now. The Scooby Doo ending. #GoodbyeBreakingBad #meddlingkids	NOT
Great show #Kellyfile	NOT
Hints please	NOT
@USER youre wrong	NOT
I don't want to settle, but I don't seen any other options..	NOT
All thss hoes..	OFF
@USER Beautiful Alex. I hope you are feeling better.  Miss your smiling self in the morning.	NOT
Hot sunmer nights, mid july when you and i were forever wild.	NOT
@USER if you evaluated me for 10 days... The percentage would be a multiple of 10	NOT
@USER yes yes sir. What you doing	NOT
@USER @USER @USER love youuuu three &lt;33	NOT
Not sure how I'm expected to pay attention in school today with fgl on my mind	NOT
Lol	NOT
On my way to Salt Lake #HomeSweetHome \ud83d\ude0a\ud83d\ude0a	NOT
@USER thanks girl!!! Couldn't wait sent an email already \ud83d\ude33\ud83d\udc4d can't stress NO MORE \ud83d\ude18\ud83d\ude18\ud83d\ude18	NOT
@USER And I’ll argue all fucking day long because IM  💯  % RIGHT!!!!	OFF
@USER @USER You need to do what's best for you. And true friends will understand that.	NOT
But whatever im just not gunna say anything.	NOT
@USER thanks for making dinner easy!	NOT
@USER 🤷🏼‍♀️ that would be silly.	OFF
@USER A vulgar attempt to reduce sisterhood to genitalia.....	OFF
Ready for two o'clock to come around so I can get ready and finally see @USER tonight!	NOT
\Everyday 7th period. I go to the upper e wing bathroom and beat off in the far stall.\- @USER	OFF
@USER Charged for false charges?  Why not?	NOT
@USER nf	NOT
I like the way you do that right thur thurr.	NOT
@USER Schools should be beautiful places where safety is not threatened and it shouldn’t have to be built like a vault simply because we chose to not consider gun control.	NOT
@USER @USER @USER @USER We are so proud of @USER and the creativity she has brought to our students! She is truly an asset!	NOT
@USER @USER Thank you sm!	NOT
This is how he #MAGA...?!? Please explain... URL	NOT
@USER oh, your fine.	NOT
Oh shit me and @USER are singing disney songs to each other on twitter #watchout	OFF
How am I supposed to do my hw if I can't login into my stupid black board account \ud83d\ude29	OFF
Now everything is fuck you, fuck this, fuck her. You're gonna burn in hell.	OFF
@USER okay okay. Lol cuz I feel like I could relate	NOT
I HAVE YOU so I don't need anyone fucking else I don't need to be more social when all I want and have is you once again trying to be your	OFF
I feel really bad for the people with screwed up schedules... mines exactly how I want it. \ud83d\udc81	OFF
Not in Florida anymore /: #bummer	NOT
@USER its okay. Society says I'm fat because I'm a 10.	NOT
I think my Miley Cyrus obsession has elevated from disturbing to 4-headed snake scary #ohwell #WeCantStop	OFF
@USER hahaha turning into Facebook #sad	NOT
@USER whats wrong with dead #antifa?  I don't understand I thought the only good antifa was....	NOT
Maa de hatha di da swaad koch hor aa!!#RealTalk	NOT
@USER you're perfect. \ud83d\ude0d\ud83d\ude0d\ud83d\ude0d	NOT
Lemme chill out	NOT
Are we for real Cate Foster ?	NOT
Lets all pitch in to buy oak hill some hotel rooms to stay in so they'll stay overnight.	NOT
@USER sobrinito, te adoro :*	NOT
Last day of soccer. Kinley is chatting with the coach and wandering around the field. No desire to actually play.	NOT
Could you just not be adorable and wonderful so I can carry on with my life? Please and thank you. \ud83d\ude36	NOT
19 in 10 days!	NOT
@USER that's just not true. I've beaten you a number of times	OFF
I can't stop drooling over Justin bieber \ud83d\ude0d	OFF
#Ravens #hahahahahaha	NOT
@USER @USER   #thescore Happy Birthday Again!! Lucky Lovely Charm ka ng @USER @USER @USER @USER 💐💐💐👏👏👏👏 You Are Stunning!!🌹🌹🌹❤️❤️❤️ - HipHop ka minsan sa game ha?	NOT
Today can't get any worse.	NOT
@USER na na	NOT
We weren't right for each other.	NOT
@USER @USER Are conservatives starting to sound like my relatives on Facebook or is it the other way around??	NOT
Done with classes today! \ud83d\ude01\ud83d\ude01\ud83d\ude01	NOT
cause baby I would give you the world, in fact I already do.	NOT
Mightt go outt with her on satt &lt;3 ^.^	NOT
@USER how disappointing?!\n#CFCLive	NOT
I would do anything in the world to be able just to punch you in the fucking face	OFF
@USER American liberals will eat their own young to maintain power. Everyone is a racist a rapist  a fascist keep everyone addicted to social programs don’t teach them to fend keep them addicted to government don’t let them think for themselves dems will keep black n Hispanics chained	OFF
@USER @USER 11	NOT
Football in the snow &gt;&gt;&gt;&gt;&gt;&gt;	NOT
@USER Haha!! I love you Em! See you in the morning :)	NOT
@USER @USER @USER AGREED!	NOT
Amo a mi hija con mi alma\u2764\ufe0f	NOT
"@USER I would've chose the headline Why the left loves Bernier"" Personally I could not be more delighted The most important thing in any election is to prevent conservatives from gaining power Just look at Ontario  for proof"""	NOT
WHAT ABOUT DEM TIMES I MANNED UP &amp; AINT STAND DOWN/THUGGIN BY MY LONESOME W/NO CLICK AROUND!!!	NOT
Can Christmas take any longer to get here?! Ugh \ud83c\udf84\ud83d\ude0d	NOT
@USER I GET GOME TOMORROW LETS RIDE \ud83d\udeb2	NOT
@USER She doesn't want to go to jail for lying to a Senate Committee. She has had no crime committed on her &amp; is a leftest activist trying to stall his confirmation. A nutty Professor that I believe is a closet ANTIFA member pd by Soros.	OFF
If he makes this I'm going to bed.	NOT
Dora is on.. Is it sad that I contemplated watching it? #awkward	NOT
Anybody wanna do something New Year's Eve?	NOT
Does anyone have 10 dollars....	NOT
@USER This has gone on for too long.  IMO Trump wants him to meet with them and he had been trying to help Trump reach a. Peace deal until this blows over and he is able to tell the world that they was lying to everyone in order to trick certain people until they could take them down.	NOT
Can't believe I didn't do cardio today. Did you?	NOT
@USER @USER The sort of thing #Antifa and the socialists of @USER would cheer.	NOT
@USER @USER so and accusation by a libtarded Trump hating liberal activist against a Trump appointee doesnt make u wonder if the accusation was politically motivated in the SLIGHTEST?  No? This is why conservatives think u are all stupid. Because u are.	OFF
@USER @USER Boom!	NOT
The only thing I can say right now is why..	NOT
1 like = 1 uwu for the Troops! Show your American flag and weeabo pride! #MAGA uwu	NOT
@USER @USER @USER Simon said he hope Garth writes Ketterer a song - knowing his guy needs outside help 2 get the votes - BTW I don't think Garth is going 2 do that  I saw him in a video say as much.  Kettterer &amp; other acts r battling for 2nd Courtney is an unstoppable force - She is a Hurricane!	NOT
Sweat Pants !?	NOT
Night guys :)	NOT
Who needs a relationship when I've got my bed, food, and money \ud83d\udc4c	NOT
Going to workout before work	NOT
@USER @USER @USER We could help if you are London based 😊	NOT
@USER @USER we could go to the movies Friday, then you and Eli stay Saturday?	NOT
Take Control \u2229__\u2229	OFF
@USER @USER bout to join you	NOT
My phone has been on 1% for 10 minutes now. #what	NOT
We know that hood love is good love.	NOT
@USER @USER Liberals are the worst sexists.  Not all women speak truth especially political activists.  Try judging the veracity of the allegation by evidence instead of gender.	OFF
@USER @USER Is he crazy? Where is SS detail.. How are they making sure some crazy liberal with a gun doesn't show up?	OFF
No	NOT
Me not being able to drive is getting unbearable.	NOT
Lmao yelling at my dog in German. Ya kno.. the usual.	NOT
the fact that justin beibers album is called recovery just bothers me	NOT
@USER in the fake national emergency that was created by conservatives for their nwo bullshit	OFF
@USER gooood :)))) I love you	NOT
hockey.... obvi	NOT
To be in your children's memories tomorrow, you have to be in their lives today. #ilovemyfamily	NOT
All my niggaz wild Af	OFF
On the way to Boggs!! Whoop whoop! \ud83d\ude0a @USER !	NOT
@USER close your legs.	OFF
Skiing in soft moguls is so freaking fun	NOT
Lol this is hilarious	NOT
Don't expect me to open my eyes before my morning latte #threeshots #Needmorecaffeine	NOT
Good Christmas circuit in Indiana. Now a few days in PA.	NOT
Wish I could just sleep...	NOT
@USER Im.gonna do it though, ya know I have some issues with my brain... It don't work all the time lol	NOT
I have great advice for everyone.. Except myself	NOT
I'm so cold	NOT
@USER what's it have to be on?	NOT
@USER &amp; @USER seriously need to have Vegas adventure with @USER &amp; @USER &amp; have their own #wolfpack.	NOT
21 and over with my babe laughing our asses off cause it's much needed \ud83d\udc8b	OFF
@USER @USER NOW is the time to begin scheduling SUNDAY COLLEGE football games! You can push these America-phobes and police haters right off the ratings cliff!  #NCAAonSundays!!	NOT
. @USER @USER @USER @USER Fake conservatives and their fake outrage over the budget betrayal URL URL	NOT
I hate this town \ud83d\ude02\ud83d\ude02	OFF
Every time I eat something bad I tell myself that it will be the last time.. \n\nIt's a never ending cycle	NOT
"@USER @USER Sure , because THEY are being exposed for their filth &amp; constant coverups of ABUSE! Why do a vow of celibacy &amp; purity?"" Maybe, its just a giant sleaze fest at the Vatican &amp; elsewhere. Just Join the priesthood if your a pedo, so you can have permission to abuse?? #TruthJustice"""	OFF
Oh no ! I don't know what to do	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER mine I tell him if you act like antifa I will knock your block...you wanna get bad...i dont care how handicap I will take you down	OFF
Hate when my apps kick me out &amp; shit!	OFF
I'm still exremely upset about last nights episode of Army wives #icried #sosad	NOT
@USER we would've had an even more awesome time!	NOT
@USER Here's a link to my channel with a plethora of topics to peruse: URL	NOT
Along with Occupy Wall St and ANTIFA URL	NOT
You can only pretend like you're ok for so long...	NOT
@USER @USER @USER I'm sure you are	NOT
I wonder what people say and think about me when I'm not around...	NOT
@USER Elvis is still alive and kickin.. Duh.. Maybe it's MooHead?	OFF
My night was perfect.\ud83d\udc4c	NOT
foot long fry \ud83d\ude02	NOT
FUCK EVERYBODY &amp; They MOMA BITCH !!	OFF
One time he hid my freakin car behind loves! He let me call the cops &amp; everything!!! \ud83d\ude02 #stillkindahateyou	OFF
@USER what happened?!	NOT
About how fucken amazing my boyfriend is, I'm so glad to have him in my life	OFF
@USER @USER @USER @USER We are not a democratic republic. We have never been a Democratic anything. We have never had Democratic ideology. Nor is this a “new” talking point. We are constantly correcting Democrats/liberals on this.	NOT
"@USER @USER @USER Give me a fucking break. Liberals are so selective with their false outrage. A turd of a president gets rightfully railed for saying, grab them by the pussy"" decades before but a Hollyweird gets a pass for saying ""fuck the shit out of the boy next to him"" gets a liberal pass? URL"	OFF
@USER GOOD!	NOT
Sleeping in your own bed &gt;&gt;&gt; \ud83d\ude0c	OFF
"@USER The comments that we should pity her because she is obviously not mentally well piss me off to no extent. If a POC did this they would not be concerned"" about their mental well being."""	OFF
When my phone asks me to connect to the schools wifi. \ud83d\ude01\u270b	NOT
i care about people's feelings, i care so much i keep my mouth shut unless they deserve it \ud83d\ude0a	OFF
Yeah I'm wearing a pullover today #WishfulThinking	NOT
@USER Lol im saying like Fa Whet Fa Whet	NOT
Can't sit around for another day, day before payday so got no dollars, anybody got any sugestions?	NOT
@USER @USER I hope the NFL folds!	NOT
@USER @USER Where does Mrs May get her 'cunning plans' from? URL	NOT
@USER lol thank you :)	NOT
@USER come get me	NOT
Plus a real women gone make sure she taken care of... If a women get mad at the 3 date and cuz u didn't pay she aint no real women	NOT
I'm going to guest star on #Buckwild hahaha	NOT
@USER You're hardly the only one!	NOT
I don't like predictable shit	OFF
#jiyoonfact She is the father of the group.	NOT
Is it sad that my dogs are my life ? Haha #pitprobs #whocares \ud83d\udc81	NOT
@USER goodness, text me now lol	NOT
Wow... he smelled wonderful	NOT
@USER @USER @USER @USER I think she is trying to repair her image so she will be friendly to everyone. I hope they can all be friends. She needs to respect Fessy and Tyler's boundaries though now that their are dating other people.	NOT
@USER @USER @USER Of Course they are attacking your book. I am shocked this tweet has not been censored. Keep fighting to #MAGA!	NOT
@USER ur now my new fave person cuz of ur skit on 'talking white'. Been screamin that shit for yrs m'self	OFF
IF YOU SEE ME ON THE STREET AND YOU YELL MY NAME TELL ME WHO YOU ARE, DON'T LEAVE ME IN MYSTERY.	NOT
"@USER @USER Revkin spreading IMPORTANT news.""?????????????? Andy sees himself as an INTELLECTUAL 2. This is what us REAL LIBERALS r STUCK with from public figures. Then the FAUX LIBERALS-like ANDY-wonder why we REAL LIBERALS dont care anymore."""	NOT
2 more hours \ud83d\ude96 Ready to be home for sure \ud83d\udc4c	NOT
@USER @USER I'll go to the original argument that people shouldn't blanket everyone together.   Terrorists = all Muslims  Alt-Right = all conservatives  Both of these are equally dumb. Requiring specific groups to denounce their fringes means that the general populace can't differentiate.	OFF
@USER You are most definitely not a man of God.	OFF
@USER yes, me and her and karma did the same thing lol.	NOT
@USER because you're lazy	OFF
@USER Thank you for proving my point.  You are foulmouthed trash	OFF
@USER Amputees' limbs have grown back in his presence! I guess he'll do it until they cart him off in a strait jacket.	OFF
Would rather swim the Atlantic then go to work right now	NOT
@USER Why are you bothering me	NOT
I messed up	NOT
I keep my read receipts on cause some of you bitches don't get the hint	OFF
If u a rat you shoulda died as a mouse	OFF
@USER TIRED	NOT
Nice to see @USER finish the sweep over the Tribe last night! @USER was DEALIN'! And, @USER kept it rollin'! #SaveStreak	NOT
@USER switch to Verizon! It's the best	NOT
, omw to Fridays thoo '	NOT
Only my best friend sends me snap chats of a statistics text book with the caption reading: fuck stats, get laid. @USER	OFF
@USER dude no ones drive past your house im sitting in my hottub	NOT
@USER i suppose i should get up now. Lol. I dont wanna tho i have a headache	NOT
Hacerla re\u00edr para cualquier cosa es una maravilla.	OFF
525,600 minutes......	NOT
Oh. My. Gosh. #Dying	OFF
#100ThingsThatMakeMeHappy new nail polish \ud83d\udc85	NOT
@USER Holy freakin cow this is actually real from Antifa? Now we really know they are stupid. Great way to get shot or hurt.	OFF
Hahaha.	NOT
\ud83d\ude4a\ud83d\ude18\ud83d\ude0d - You cool	NOT
@USER not sure yet but as long as it drives I'm happy!	NOT
@USER Oh I know \ud83d\ude0d	NOT
reci\u00e9n me doy cuenta de que Michael Jackson esta un d\u00eda de cumplea\u00f1os antes que el m\u00edo que honor(?	NOT
@USER @USER Yeah she is a real blond just like Uncle Donnie	NOT
@USER saludos vengan aca a Las Vegas para que hagan un programa a la orden mi casa srs	NOT
@USER @USER People become racists because of all this racism-bullshit !	OFF
@USER  god I don’t know how Your didn’t punch Carole at the reunion. She is a smug asshole. I know you are dealing with a lot. I hope you are well.	OFF
There are books that somehow find their way into your life, right when you need them to. For me, Still Life With Woodpecker is exactly that.	NOT
So stinkin cold in this school \ud83d\ude2b\u2744\ufe0f\u26c4\ufe0f	OFF
@USER Nevermind, it's Katy Perry's \Roar\	NOT
@USER @USER 50	NOT
72 me you and #oomf used to have the FUNNEST phone calls hahaha and you use to always help us out	NOT
@USER @USER yea ima hangout with my si	NOT
"...like a great drum in a mother's chest, the anthem of a peaceful army."" I'm guessing Anthem is the song Josh wrote for his mother. He's said in interviews that she is where his philosophy comes from."""	NOT
@USER i will! i thought u were in WV! #304	NOT
It could be easy	NOT
@USER @USER true	NOT
- Eh Que Tu Sabe Que Uno Eh Serxy xD	NOT
@USER next time don't fall asleep on me you cheesehead &gt;:p	OFF
@USER Liberals are kind bad slow at this or they just stalling.	NOT
Maddie is in love #WithTrevor	NOT
"@USER You are too pure to become like this, Atsushi-kun.""  He whispered as if he could hear what the child was thinking about. That wasn't so hard.  ""I love you, I have adopted you, I have saved you. You showed me a beautiful light, Atsushi-kun."""""	NOT
I just really do not like dani beck ok	NOT
@USER @USER She doesn’t remember her clothes or his clothes or the house or how she got there or what songs they were playing or what exact date. This is nothing but weaponizing me too with false accusations for ulterior motives. But if Fiberals can defend #antifa terrorists this is nothing.	NOT
@USER awesome!	NOT
@USER ok	NOT
Canada or bust \ud83d\udea3	NOT
@USER Oh SHIT SJSNSN I’ve had work every day since I messaged u so sorry I’ll make it Tuesday!	OFF
@USER 666 across my forehead! \ud83d\ude1d	NOT
Chris would be trying to cheer me up (:	NOT
Actually don't want to take a nap I wanna do something. Nothing to do.	NOT
@USER @USER So we should be denouncing Democrats &amp; their ANTIFA Thugs? Done &amp; Done!!!	OFF
On line with@LilKim she giving it up don diva	NOT
Awkwardly sitting on the motorcycle while Rick goes In a store	NOT
@USER @USER What an incredibly odd little man he is.	NOT
I have to get out of my dorm my roommate watches AHS. What a chick	NOT
Getting my hopes up cause my phone was ringing but of course it wasn't the right person	NOT
@USER totally forgot im not the only thai here \ud83d\ude48\ud83d\ude4a	NOT
@USER @USER and you and you	NOT
@USER meet me there at five. Not even kidding.	NOT
@USER for months man still have barely moved today	NOT
I haven't heard ur voice all day!!!!! Ahhhh	NOT
Your biggest opponent is yourself	NOT
Some people are toxic. Only you can decide what you keep around and what you let go. #ChooseWisely	NOT
"#stcshooting To the kneejerk people crying for gun control"" after this shooting. We already HAVE very restrictive gun control. You just want a ban. It's a pity no one has politely explained to these criminals that they are supposed to obey the law."""	OFF
It's sinking in	NOT
@USER @USER He was a drunk driver that wrecked and injured a person then fled the scene of the crime! Hit and run.. should fit right in with leftists socialists antifa democrats!	OFF
I think it's freezing outside	NOT
@USER What’s shocked me is that they consider themselves seculars !!!! Liberals !!! Those kind of yoga vegan freaks ! But when it’s about occupation they shift to something els ! URL	OFF
@USER Degenerative behavior creeps onto our sovereignty and justice system	NOT
@USER red is better	NOT
@USER He wants to be the senator of North Mexico.	NOT
@USER 61 yards	NOT
the most annoying thing is coming home from a damn game and there's no dinner made .	OFF
@USER 5 for sure	NOT
This is great	NOT
Can't guard Withey.	NOT
"@USER More and more Conservatives are turning their back on @USER because of his abuse of power."" #onpoli #pcpo #ondp #topoli #Toronto #TOcouncil"""	NOT
@USER yes, it'll be my 2nd time	NOT
@USER @USER Same rat that said antifa was a Black organization	OFF
Bitches fight for a spot in a nigga life \ main bitch,side bitch\ but It's whoever convenient at the moment! Don't let a nigga fool you\ud83d\ude29..	OFF
@USER @USER yes we do	NOT
Last test of the week tomorrow.. Thank you Jesus	NOT
Felicidades y bendiciones de Dios @USER	NOT
@USER Calling b s	NOT
Bey let these niggas know..	OFF
@USER this is rei from evangelion concept/design by @USER 😭😍	NOT
@USER what's wrong??	NOT
Work day is flyin by oh ya	NOT
@USER @USER thanks girl miss you	NOT
@USER Stop trying  to make Brandon what he is not and run him. Put in some trip option and sprint option stuff. RUN HIM!! Do some play action out of the option formations. Bring in Book for at least four series.	NOT
\u201c@ComedyPosts: making weird faces in pictures because it's better to look ugly on purpose\u201d this is my life hold on tighhhhht	OFF
@USER Self defence is justified but that is not what Antifa does is it!!!	NOT
@USER Bilotta works in oob!	OFF
Someone buy me a taxi please	NOT
My friends are the reason I smile everyday. Thank you for being in my life, every one of you \ud83d\udc95	NOT
Holy humid hotness	NOT
17-0	NOT
This shit is permanent.	OFF
@USER : back the fuck up , or get smacked the fuck up! lol .	OFF
@USER ugh \ud83d\ude29	NOT
drinking and gambling on an ear infection	NOT
@USER because Rodgers pulled a cutler	NOT
@USER you're welcome \ud83d\ude18	NOT
\u201c@I_Smoke__Rocks: @USER yeaaaaaaa! Iight playboy! Iight, Iight, Iight!\u201d&lt;-- smh	NOT
@USER Oh well. You are a better man.	NOT
@USER Does one bring the other? #Sex #War See Penthouse magazine in the 1980's.  Sex followed by guns.	OFF
@USER was there any other homework?	NOT
Wack a hoe!! @USER	OFF
@USER I know. Just putting in my 2 cents	NOT
@USER @USER Yes. That’s how the liberals do.	NOT
@USER but that's the beauty of it all in the end\u261d	NOT
@USER @USER You are seriously so despicable. How can you even look you kids in the eye...	OFF
